,No,Date,Weather,TempF,TempC,Humidity,Pressure,Location
536,536,2020-06-21,0,100,38,49,1005,Tiruchirappalli
537,537,2020-06-22,0,98,37,52,1005,Tiruchirappalli
538,538,2020-06-23,1,89,32,53,1006,Tiruchirappalli
539,539,2020-06-24,1,89,32,60,1006,Tiruchirappalli
540,540,2020-06-25,0,90,32,62,1005,Tiruchirappalli
541,541,2020-06-26,1,96,35,57,1004,Tiruchirappalli
542,542,2020-06-27,0,99,37,53,1005,Tiruchirappalli
543,543,2020-06-28,0,96,36,55,1004,Tiruchirappalli
544,544,2020-06-29,0,96,36,58,1004,Tiruchirappalli
545,545,2020-06-30,0,97,36,55,1004,Tiruchirappalli
